,0
1374,"caribbean Afro Bashment The best in Afro Bashment, Afro Swing and all that good stuff. Cover: Lojay & Sarz"
1375,caribbean Carnival DJ Private Ryan takes over our Carnival playlist for Carnival season 2021
1376,caribbean Soca Classics The best Soca anthems from over the years. Cover:  Alison Hinds
1377,caribbean Soca Bashment A fusion of sounds from the islands where Soca meets Bashment. Cover: Lil Rick
1378,"latin Viva Latino Today's top Latin hits, elevando nuestra música. Cover: Luis Fonsi, Manuel Turizo"
1379,"latin Baila Reggaeton Reggaeton hits from Nicky Jam, Bad Bunny and more!"
1380,latin New Music Friday Latin All-new releases by Latin artists! Cover: Ricky Martin
1381,latin Reggaeton Classics The movement’s roots. Los clásicos del Reggaeton. Cover: Nicky Jam
1382,latin Latin Hit Mix These hits were made to stay! Revive los éxitos de los últimos meses aquí.
1383,latin Bachata Classics Clásicos de la bachata. Timeless bachata hits. Cover: Aventura
1384,latin Salsa Classics Timeless Salsa from your favorite legends. Cover: Willie Colón
1385,"latin Esenciales Timeless Latin hits, solo tus favoritos!"
1386,"latin Éxitos USA The hottest Latin hits in the US! Cover:
Maluma"
1387,latin Future Hits: Latin The Latin hits of tomorrow are on Spotify today.  Cover: DEKKO
1388,"latin Viral Latino The Latin viral tracks you'll wanna listen to. Cover: Feid, KAROL G"
1389,"latin Spotify Singles: Latino Latin superstars like you've never heard before.  Cover: Nathy Peluso, Ambar Lucid & Carin Leon."
1390,latin Latin Cardio Upbeat Latin songs to keep your heart rate up.
1391,latin Zumba® Beats Break a sweat with this Zumba-inspired playlist! Find a class at Zumba.Dance
1392,latin Latin Jazz The irresistible rhythms of Latin jazz. Cover: Tito Puente
1393,latin Fuego turn up with Myke Towers.
1394,"latin Puro Perreo ¡Perreo del bueno! For those who like it raw.
Cover: Alexis Y Fido"
1395,latin Café con Leche Keep calm and enjoy this musical cafecito.
1396,"latin Inspiring Latinas Latinas que inspiran. Kickback and listen to these amazing women. Cover: Maria Becerra, Becky G"
1397,latin Salsa Nation Lo último y lo mejor de la salsa. Cover: Gilberto Santa Rosa
1398,latin 50 Latin Classics Latin songs that changed the game. Cover: Celia Cruz
1399,latin Café Cubano Take yourself to Havana with some Cuban Salsa and Café favourites.
1400,latin Latin Dinner You bring the ingredients. We bring the flavor. Enjoy la cena!
1401,latin Salsa Cubana ¡Lo mejor de la Salsa Cubana! Cover: Celia Cruz
1402,latin Bachata Lovers Tu lista favorita de Bachata. Cover: Ralphy Dreamz
1403,"latin Paraíso Tropical Éxitos con sabor. Cover: Elvis Crespo, Limi-T 21"
1404,"latin Latin Chillout 10s Relax to the the rhythm of these smooth Latin tunes of the 2010s.

"
1405,latin Salsa Hits: Los 90s Los mejor de los 90s. The Best of the 90s
1406,"latin New Urbano Descubre lo más nuevo del movimiento. Cover: FMK, KHEA"
1407,"latin Mother Funk Enjoy the hottest <a href=""spotify:genre:funkbrazil"">Brazilian Funk</a>. Lo mejor del <a href=""spotify:genre:funkbrazil"">Funk de Brasil </a>! Cover: Mc Kevin O Chris"
1408,latin Vibra Tropical ¡Dale buena onda cálida y frutal a tu día!
1409,latin ¡Guajira! El género cubano cantable y bailable por excelencia.
1410,latin This Is J Balvin The artist's latest and greatest hits. Lo nuevo y lo esencial de Jose. ¡Leggo!
1411,latin 100% Cumbia ¡Baila esta cumbia! Los éxitos de Latinoamérica en un solo lugar.
1412,latin Eléctrica Selvática Místico y amazónico... Este es el sonido de latinoamérica. Foto: DNGDNGDNG
1413,latin Mucho Rap Lo mejor del Hip-Hop y Rap en español. Cover: Ovi 
1414,latin Latin Chillout 00s Relax to the the rhythm of these smooth Latin tunes of the 2000s.
1415,"latin Trap Land Lo mejor del Trap en Español. The best of Latin Trap. Cover: Brytiago, Ankhal, Luar La L"
1416,latin Tangos y Milongas Disfruta esta fina selección de los mejores Tangos argentinos.
1417,latin Urbano Rising Los éxitos urbanos del mañana. Rising Latin artists just for you. Cover: YoGambii
1418,latin Flow Venezuela Aquí está el sonido urbano de Venezuela. Cover: Katie Angel
1419,latin Beast Mode Latin Latin tunes to get your beast mode on!
1420,latin ¡Viva México! Celebremos el orgullo mexicano con estas alegres canciones.
1421,latin Boogaloo Essentials We like it like that! Cover: Pete Rodriguez (Courtesy of Fania)
1422,"latin Dembow Pegao Lo mas pegao en Dembow. 
Foto: El Alfa."
1423,latin Flow Dominicano Pa' lo tigueres en alta gama. Cover: Calacote
1424,"latin República Dembow Prendete con tu lista favorita de Dembow. Foto: Maffio, La Perversa & Yomel El Meloso."
1425,"latin Cubatón ¡Música urbana representando a Cuba! Cover: Gente de Zona, Maffio"
1426,latin Merengue Clásico ¡Merengue de los 80 y 90! Portada: Johnny Ventura
1427,latin Flow Panamá Así suena la música urbana de Panamá hoy. Foto: Boza
1428,gaming トップ ゲーム トラック ゲームと音楽を一緒に楽しめる、PlayStation とのコラボプレイリスト。cover: Aimer
1429,gaming PlayStation® Game Music 「PlayStation Game Music大賞 2021」受賞作品を集めたプレイリスト　Music+Talk：https:&#x2F;&#x2F;open.spotify.com&#x2F;show&#x2F;0e1638TPyeS4rt4vvEUAMh
1430,"gaming FINAL FANTASY FFVII REMAKE O.S.Tから楽曲追加！ 緻密な映像美と豊かな物語性で世界中から愛されている最高峰RPGシリーズ、ファイナルファンタジーの珠玉の名曲集。©2019 SQUARE ENIX CO., LTD. All Rights Reserved."
1431,"gaming BIOHAZARD 25th ANNIVERSARY Essential tracks from ""Resident Evil"" series. 25周年を迎えたホラーゲームの金字塔、バイオハザードシリーズの音楽をプレイリストで。©CAPCOM CO., LTD. ALL RIGHTS RESERVED."
1432,"gaming ウマ娘 プリティーダービー Uma Musume Pretty Derby 「ウマ娘 プリティーダービー」ゲーム&アニメの楽曲をプレイリストで。Enjoy music from ""Uma Musume Pretty Derby! ©︎Cygames, Inc."
1433,"gaming Anime and Play From standards to the latest hits, check out our Anime song picks. Music perfect for gameplay.  &#x2F; アニソンの定番名曲から最新ヒットまでをセレクト！ゲームプレイにぴったりのナンバーが満載!! Cover: Survive Said The Prophet"
1434,"gaming Fate/Grand Order Music From ""Fate/Grand Order""! 音楽で辿る「Fate/Grand Order」の世界!
©TYPE-MOON / FGO PROJECT"
1435,"gaming Ultra Gaming Dance, Bass, EDM, Trap: the perfect gaming mix."
1436,"gaming Fate/stay night Music From ""Fate/stay night""! 音楽で辿る「Fate/stay night」の世界!
©TYPE-MOON・ufotable・FSNPC　©TYPE-MOON"
1437,"gaming FINAL FANTASY -fight!- Fight songs from FINAL FANTASY series to make you feel empowered. ファイナルファンタジーシリーズを彩る音楽の宝庫より、高揚感と活力漲るファイトソングをあなたに。©2019 SQUARE ENIX Co., Ltd. All Rights Reserved. Character Graphic: Kazuko Shibuya"
1438,gaming 澤村 遥 -龍が如く- 
1439,gaming Top Gaming Tracks Top tracks that gamers love. 
1440,"gaming 龍が如く -Yakuza: Like a Dragon- Music from the gaming series ""Yakuza: Like a Dragon"" -「龍が如く7　光と闇の行方」発売記念！シリーズ歴代テーマソング、サントラ楽曲を網羅した公式プレイリスト登場"
1441,gaming phonk the beat of your drift
1442,"gaming SaGa  -サガ- Essential tracks from masterpiece RPG series, “SaGa”. ゲーム史の変遷と共に歩み続け30年。数々の感動を生み続けるRPG「SaGa」シリーズの名曲たちをプレイリストで。"
1443,gaming 春日一番 -龍が如く- 
1444,"gaming FINAL FANTASY -relax- Chill-out songs from FINAL FANTASY series to make you relax. ファイナルファンタジーシリーズを彩る音楽の宝庫より、癒しのひとときを紡ぎだす心に沁みる楽曲をあなたに。©2019 SQUARE ENIX Co., Ltd. All Rights Reserved. Character Graphic: Kazuko Shibuya"
1445,gaming Pixel Garden Electro tunes for your virtual world.
1446,"gaming FINAL FANTASY -drive- Upbeat music from FINAL FANTASY series to enrich your drive time. ファイナルファンタジーシリーズを彩る音楽の宝庫より、ドライブのお供にふさわしい疾走感溢れる楽曲をあなたに。©2019 SQUARE ENIX Co., Ltd. All Rights Reserved. Character Graphic: Kazuko Shibuya"
1447,"gaming This Is SEGA SOUND TEAM Enjoy game music from SEGA classic soundtracks including SONIC, SPACE HARRIER and OutRun. SEGA名作ゲームサントラの世界へようこそ！"
1448,"gaming FINAL FANTASY New arrival from FINAL FANTASY VII REMAKE Original Soundtrack + essential tracks from the series. ©2019 SQUARE ENIX CO., LTD. All Rights Reserved."
1449,gaming 薄桜鬼 -Hakuoki- 「薄桜鬼」関連のアニメ/ゲームテーマソングを集めたプレイリスト。Music from Hakuoki series!©️IF・DF／「薄桜鬼」製作委員会2021
1450,gaming Genre Glitch Instrumental bliss beyond genre classification.
1451,"gaming FINAL FANTASY -up!- Happy songs from FINAL FANTASY series to cheer you up. ファイナルファンタジーシリーズを彩る音楽の宝庫より、聴くだけでポジティブな気持ちになれる日々の生活の応援ソングをあなたに。©2019 SQUARE ENIX Co., Ltd. All Rights Reserved. Character Graphic: Kazuko Shibuya"
1452,gaming RetroWave / Outrun Equal parts nostalgic synthwave sounds and modern production.
1453,"gaming FINAL FANTASY -cry...- Sad but beautiful songs from FINAL FANTASY series to make you cry. ファイナルファンタジーシリーズを彩る音楽の宝庫より、辛い時や悲しい時、思い切り泣きたい時に聴きたい哀しい名曲をあなたに。©2019 SQUARE ENIX Co., Ltd. All Rights Reserved. Character Graphic: Kazuko Shibuya"
1454,"gaming 太鼓の達人 セッションでドドンがドン！ PS4『<a href=""https://store.playstation.com/#!/ja-jp/cid=JP0700-CUSA07515_00-TAIKONOTATSUJIN1"">太鼓の達人 セッションでドドンがドン！</a>』発売を記念して、収録されている定番曲、最新ヒットからギュッと30曲を<a href=""https://open.spotify.com/user/playstationtmmusicjapan"">PlayStation™Music</a>がピックアップ！ゲーム本編では、70曲以上※からお気に入りの楽曲を選んで演奏できる。ルールは簡単、流れてくる音符に合わせてタイミングよく太鼓を叩けばOK☆このプレイリストで曲を覚えてハイスコアを目指そう！※「太鼓の達人セッションでドドンがドン！」ではカバー音源で収録されている楽曲もございます。"
1455,gaming League of Legends Official Playlist The Official League of Legends playlist celebrating the launch of the Arcane Original Soundtrack.
1456,gaming Gaming Lounge Discover new music while you game.
1457,gaming 巡音ルカ (MEGURINE LUKA) 巡音ルカ公式プレイリスト。スウィートな歌声からラウドなヴォーカルまで操る巡音ルカのVOCALOIDチューンをセレクト！| PS Music Japan presents the official MEGURINE LUKA playlist featuring a variety of VOCALOID tunes.
1458,"gaming Virtual Reality Welcome, you belong here."
1459,"gaming This Is Capcom Sound Team Enjoy game soundtracks from Capcom! 最新作から過去まで、多数の人気作品を生み出したカプコンのゲームサントラをお届け！©CAPCOM CO., LTD. ALL RIGHTS RESERVED."
1460,"gaming Video Game Soundtracks Double-jump into these legendary video game soundtracks, featuring old favourites and new classics."
1461,gaming 初音ミク  (HATSUNE MIKU) 初音ミク公式プレイリスト。数ある初音ミク作品の中からゲームプレイにマッチしたナンバーをピックアップ！ 疾走感あふれるサウンドが気分を高めてくれるはず!! | PS Music Japan presents the official Hatsune Miku playlist for your gaming pleasure.
1462,gaming モンスターハンター：ワールド Selected by PlayStation™Music 『モンスターハンター：ワールド』をプレイしながら楽しみたい、ハンターの心を奮い立たせる邦楽＆洋楽のロックナンバーを中心にPlayStation™Musicが選曲！
1463,"gaming NIOH -仁王- Immerse yourself in the world of NIOH, an intense action RPG experience in Sengoku Era in Japan. 
ダーク戦国アクションRPG, 「仁王」の世界へ！"
1464,gaming Chill Battle Beats Find your gaming flow with wavy beats and soft trap!
1465,gaming 鏡音リン・レン  (KAGAMINE RIN/LEN) 鏡音リン・レン公式プレイリスト。ヴァーチャル・シンガー『鏡音リン（女性）』と『鏡音レン（男性）』が歌うVOCALOIDチューンをセレクト！| PS Music Japan presents the official playlist featuring the VOCALOID singers known as &quot;KAGAMINE RIN (female)&quot; and &quot;KAGAMINE LEN (male)&quot;.
1466,gaming Grand Theft Auto Celebrate the epic GTA series with memorable moments and hidden gems from the soundtrack.
1467,gaming DOWN LOW The bass you need for riding low and high.
1468,gaming 桐生一馬 -龍が如く- 
1469,gaming Heavy Gamer For those that like it hard and heavy.
1470,gaming ネオロマンス25周年 「アンジェリーク」「遙かなる時空の中で」「金色のコルダ」「ネオ アンジェリーク」「下天の華」などネオロマンスシリーズの600曲を超えるキャラソンから人気の楽曲を一挙配信！
1471,gaming アイドル IDOL on PlayStation® ゲームプレイを盛り上げるアイドル・ソングをピックアップ！ カバーアート：クマリデパート
1472,"gaming Tony Hawk's Pro Skater 1 + 2 A collection of songs from <a href=""spotify:user:nytrvduf711vc7ja3kv9vwgnm"">Tony Hawk's Pro Skater 1 + 2</a>."
1473,gaming Level Up Lofi n3xt l3v3l beats.
1474,"gaming Retro Gaming Hits of the 70s, 80s and 90s for gamers who love things retro."
1475,gaming BIOHAZARD: resident evil BIOHAZARD シリーズ最新作『BIOHAZARD 7 resident evil』発売記念：サバイバルホラーシリーズでお馴染みのサウンドトラックを一挙にコンパイルしたプレイリスト。
1476,"gaming StartSelect: Curated by Sampev2 <a href=""https://www.twitch.tv/sampev2"">Sampev2</a>'s go-to gaming tracks."
1477,gaming Atmospheric Gaming Imposing Ambient for a deep gaming session. 
1478,travel Home Bound 帰宅中に、ゆったりと落ち着いたセレクションをお楽しみ下さい！
1479,travel Drive Loud! ドライブ用プレイリスト！渋滞も気にせず、ドライブが楽しくなる楽曲を毎週セレクト！
1480,travel Over The Rainbow -ウクレレ・ソングス- 次世代の若手奏者からレジェンドまで、思う存分極上のウクレレ・ミュージックを。
1481,"travel Road Trip To Tokyo The ultimate instrumental soundtrack for a long haul journey, to the bustling metropolis in Japan that never sleeps. 東京への旅のお供に、日本を代表するインスト楽曲の特集をどうぞ！！"
1482,travel Happy Stroll 音楽をポケットに詰めて散歩に出かけよう。きっと新しい景色が見えてくるはず。
1483,"travel 南の島のうた Enjoy a variety of awesome music from Okinawa, as well as other Southern Japanese Islands!  日本の南に位置する沖縄や奄美大島などの島で育まれた楽曲を集めたプレイリスト。時代やジャンルに関わりなく、まさにチャンプルー(ごちゃまぜ)のごとく様々な味わい、音色や風景を感じさせる南の島のうたの数々を発見してみてください。"
1484,travel Classic Road Trip Songs The ultimate playlist to fuel your good mood while on the road.
1485,travel Road Trip To Kyoto The perfect soundtrack for a trip to one of the most breath-taking and iconic cities in the world: Kyoto / 様々な魅力に溢れる京都への旅のお供に、このサウンドトラックを是非お楽しみ下さい。
1486,travel 70s Road Trip Hit the road to the soundtrack of these seventies classics.
1487,travel ワイキキの夕暮れ 夕暮れ時のビーチで波の音と共に聴こえてくるハワイアンミュージックを集めました。
1488,travel 80s Rock Drive 80s rock to fuel your ride. Cover: Guns N' Roses
1489,"travel Night Rider Dark and moody progressive <a href=""spotify:genre:edm_dance"">house</a> music for the late night highway."
1490,travel Classic Rock Drive Classic rock to get your motor running. Cover: AC/DC
1491,travel Jazz on the Road A swinging soundtrack for your drivetime.
1492,travel 60s Rock Drive 60s rock to fuel your ride. Cover: Jimi Hendrix
1493,travel Highway to Yell Hit the road and scream your heart out!
1494,travel Hip-Hop Drive Drive slow homie. cover: Missy Elliott
1495,travel 90s Road Trip Ultimate mix of songs from the 1990s to insure a good time while on the road.
1496,travel 70s Rock Drive 70s rock to fuel your ride. Cover: Aerosmith
1497,travel Indie Rock Road Trip Road trip tracks...
1498,travel 90s Rock Drive 90s rock to fuel your ride. Cover: The Smashing Pumpkins
1499,travel Beach Vibes Soak up these laid-back jams. 
1500,travel Pop Drive Breeze through your commute with these pop favorites. Cover: Olivia Rodrigo
1501,travel Folk Fabrique 21st Century nomadic expressions interwoven into a very unexpected patchwork.
1502,travel So Kool Driving Tap your feet to the K-Pop beats on your way through the driving moments. (시원한 국내음악들과 드라이빙을 즐겨보세요!)
1503,"travel Love In Paris Ah, Paris. It's easy to see why it's called the city of love."
1504,travel Night Walk 夜の散歩にあうプレイリスト。Yogee New Wavesのメンバーが選曲しています。
1505,travel Scenic Route hop in and take the long way.
1506,travel Evening Commute Let this smooth mix carry you home in style.
1507,travel Creative Trip 数々のクリエイターを輩出してきたデジタルハリウッドがお送りするクリエイティブワークに最適なプレイリスト。一緒に「Creative Trip」へ出かけよう。
1508,travel Souvenirs Relax and transport yourself to a tranquil sojourn in France.
1509,romance My Valentine 2021年のヴァレンタインを彩るラブソング特集。
1510,romance Sugar Sugarのような甘い魔法に身を委ねて、ふたりだけのミッドナイトクルージング。
1511,romance ディズニー・ラブソング ディズニーラブソングに包まれて過ごすバレンタイン、名曲プレイリスト。Happy Valentine's Day!
1512,romance Oh Happy Day!  ~ウェディング・ソング~ 様々なウェディング・シーンを彩る永遠のラブソングをひとつのプレイリストに。
1513,"romance 恋するプレイリスト 恋しているあなたの気持ちに寄り添う、素敵なラブソングを集めました。Illustration by <a href=""https://twitter.com/hoshieri7"">北村英理</a>(Eri Kitamura)"
1514,"romance Warm Fuzzy Feeling Beautiful songs to give you that warm, fuzzy feeling."
1515,romance Love Ballads Some of the worlds most beautiful love songs.
1516,"romance 90s Love Songs Tight Roll your jeans, break out the CK1, and set the mood..."
1517,romance 10s Love Songs Unforgettable love songs from the 2010s.
1518,"romance Love yourself You're a masterpiece, ok?"
1519,romance 80s Love Songs The most unforgettable love songs from the 80s.
1520,"romance Alone Again Being alone (again) can be tough, but these songs will keep you company."
1521,romance Spooning This is the perfect playlist for those cozy moments.
1522,romance Jazzy Romance Jazzy love songs. Cover: Lady Gaga & Tony Bennett
1523,"romance K-Pop Duets Ready for some sweet harmony or explosive combination of your favourite couple or troublemakers. (Cover: Lee Young Ji, Layone(이영지, 래원))"
1524,romance Bedroom Jams Slow jams for the passionate.
1525,romance Rock Love Songs The romantic side of classic rock and metal
1526,romance '90s Baby Makers What we're gonna do right now is go back—back in time. Here are all your favorite '90s R&B slow jams!
1527,romance In the Arms of a Woman Male artists singing about love.
1528,romance Broken Heart Nurse your emotional wounds with these heartbreak tracks.
1529,romance All The Feels All the vibes. All the feels.
1530,romance Classical Romance Spend some quality time with these romantic classical masterpieces.
1531,romance Country Kind of Love Nothing but beautiful country love songs. 
1532,romance You & Me It's just us—and this awesome alt soundtrack.
1533,romance F**k love Cupid is not real
1534,"romance Heart Beats <a href=""spotify:genre:edm_dance"">Dance music</a> for the heart <3"
1535,romance Date Night Jazz Set the tone for your dinner with cozy jazz.
1536,"romance Acoustic Love Songs to soundtrack your love story, from butterflies and first kisses to bittersweet memories and everything in between."
1537,romance B.A.E. Hip-Hop + R&B: Before. Anything. Else. Cover: Moneybagg Yo
1538,romance 50s Love Songs Unforgettable love songs from the 1950s.
1539,romance 60s Love Songs Unforgettable love songs from the 1960s.
1540,romance An Elegant Affair Big bands and tuxedos. The playlist for the wedding or just an elegant evening.
1541,romance Electronica Romantica Delicate digital expressions of the heart.
1542,romance The Sweet Suite Come inside The Sweet Suite and get in the mood with some amazing R&B and soul ballads from the past and present.
1543,romance Timeless Love Songs The ultimate romantic playlist.
1544,"romance Valentine's Day Love The most romantic tracks of all time, featuring today's hits and all the classics."
1545,romance goosebumps you up?
1546,romance Candle Light Dinner Music to set the mood for a romantic evening.
1547,romance Going Together Songs of deep relationships to inspire your journey with each other.
1548,romance Alternative Love Songs A selection of the greatest alternative love songs of all time.
1549,romance Slow Dancing in the Living Room Sway your way through the evening.
1550,"romance Black Love Mixtape Celebrating Black love, one song at a time."
1551,romance Sexy As Folk sensual roots & indie folk.
1552,"romance Love In Paris Ah, Paris. It's easy to see why it's called the city of love."
1553,romance Wedding Songs Searching for the perfect wedding slow dance? We gotchu.
1554,romance Make Out Jams Set the mood just right...
1555,romance Love Pop Because we all deserve great pop love songs in one playlist.
1556,romance Jazz for Lovers The unforgettable romantic jazz songs. Cover: Nat King Cole
1557,romance Amor Amor ¡Que viva el amor!
1558,"romance Spotify Singles: Love Songs Songs for lovers like you've never heard before.  Cover: Chelsea Cutler, Dan & Shay and Giveon."
1559,dinner 都会の空と音楽と 都会の空を見上げると聴こえてくる音楽。 cover painting: 永井博
1560,dinner Kitchen Swagger Get jiggy in the kitchen with this groovy playlist.
1561,dinner Dinner Music Dinner music that includes well known and new tracks.
1562,dinner X-Over ジャズ! クロスオーバー・ジャズの先駆者、更に次世代のシーンの最先端に立つアーティストの曲を、まとめてお届けします。cover: Emma-Jean Thackray
1563,"dinner Coffee and Piano Soft (the quietest of them all), subtle, no words needed. Take a sip and enjoy the music of composers from around the world."
1564,dinner ディズニー・ジャズ 誰もが知るディズニーの名曲達。Jazz初心者にも聴きやすい楽曲を中心に選曲。
1565,dinner Cocktail Jazz Swinging jazz for your cocktail party.
1566,dinner French Jazz Café You are sipping on your coffee in a café in Paris while a jazz band plays somewhere in the background. 
1567,dinner Jazzy Dinner Instrumental jazz to set the mood for a relaxed evening.
1568,dinner Café de Paris A taste of French café culture; the charming sounds of the Parisian streets.
1569,dinner Date Night Jazz Set the tone for your dinner with cozy jazz.
1570,dinner Piano Dinner Piano songs to soundtrack your dinner.
1571,"dinner Classical Cooking The perfect classical side-dish to some light chopping, stirring and seasoning."
1572,dinner Feel Good Dinner An uplifting yet tasteful dinner playlist with a guaranteed feel good vibe.
1573,dinner Trattoria Italiana Beautiful mandolin music to accompany your Italian supper. Buon appetito.
1574,dinner Cooking Jazz Get in mood for dinner with some cooking jazz.
1575,dinner Candle Light Dinner Music to set the mood for a romantic evening.
1576,dinner Dinner Jazz The gentle sound of some of the greatest voices and instrumentalists in jazz. Your jazz dinner soundtrack. 
1577,dinner Café Cubano Take yourself to Havana with some Cuban Salsa and Café favourites.
1578,dinner Dalkom Mukbang (달콤먹방) Enjoy your happy eating time with Korean theme! (사랑스러운 음악들과 행복한 식사 시간을 가져보세요!) (Cover: Stray Kids(스트레이 키즈))
1579,dinner Latin Dinner You bring the ingredients. We bring the flavor. Enjoy la cena!
1580,dinner Mexican Restaurant Shout ¡Viva México! with these classics. ¡Ay caramba! ¡Arriba!
1581,dinner Spanish Tapas Bar Soak up the spirit of Spain with a taste of these traditional flamenco and folk tunes.
1582,dinner Beer & Wings Cold beer. Hot wings. Great rock. This is your game day soundtrack.
1583,dinner Brunch Jazz Set the perfect brunch mood with jazzy sounds.
1584,"dinner Wine & Dine As you prepare and settle into your romantic dinner, let us provide the soundtrack with these RnB/Soul love songs."
1585,dinner The Cookout Essential tunes for time with the family.
1586,dinner The Perfect Italian Dinner Enjoy the best Italian dinner of your life. Buon Appetito!
1587,dinner Greek Taverna Soak up the atmosphere of a Greek taverna on a warm summer’s evening.
1588,dinner Soulful Dinner Classic soul music for the perfect dinner.
1589,dinner Reggae BBQ Hit the grill! Roll those hotdogs and smoke those meats. 
1590,"dinner Folk Feast Soft, smoky undertones of singer-songwriter sounds give way to lingering notes of rich, earthy chamber folk. Cover: Glen Hansard."
1591,"dinner Jukebox Joint From new retro to classic country blues, honky tonk, rockabilly, and more..."
1592,dinner Mellow Dinner Have a nice relaxed dinner with some chill indie music.
1593,roots Roots Rising Explore the ever-evolving roots & folk scene. Cover: Anaïs Mitchell
1594,"roots Infinite Acoustic <a href=""https://open.spotify.com/artist/1f3ubTd6eyxuy30ddDJQQa?si=shPe6K9qQaCABPthGiVsuQ"">Aoife O'Donovan</a> takes over this playlist full of acoustic and roots music gems in celebration of her new album, <a href=https://open.spotify.com/album/69fyrHncvxDoWtZDuqKAKC?si=3fbeef5aa7ee4b20"">Age Of Apathy</a>. "
1595,"roots Fresh Folk Hear what's new in folk, roots & singer-songwriter. Cover: The Weather Station"
1596,roots Folk Pop The best of folk-infused pop and singer-songwriter. Cover: Trousdale
1597,roots Roots Revival A blend of the best from years past—from indie folk and pop grass to roots rock and Americana. Cover: Fleet Foxes
1598,roots Classic Acoustic Kick back with a collection of iconic and new acoustic tracks with that classic feel. Cover: George Harrison
1599,roots Chill Folk Channel some chilled-out back yard vibes.
1600,roots Happy Folk Brighten your day with a folksy mix of mood boosters!
1601,"roots Essential Folk A collection of classics from the height of the folk revival to the rise of the folk rock era. Cover: <a href=""spotify:artist:74ASZWbe4lXaubB36ztrGX"">Bob Dylan</a>"
1602,roots Ultimate Covers Kick back with a mix of covers.
1603,roots Winter Acoustic acoustic songs for the season.
1604,"roots Modern Eclectic New styles, deep sounds. Cover: Aldous Harding"
1605,"roots Front Porch Sit back, stay awhile, and savor the soft, sweet sounds of this collection. "
1606,roots The Wilds Revel in some key gems and explore the sprawling musical landscape.
1607,"roots wanderlust Songs for when you decide societal constructs just aren’t the vibe anymore. 
"
1608,roots Infinite Indie Folk Repeat-free hours of new and beloved indie folk. Cover: Hand Habits
1609,"roots the new retro Make it new. Fresh takes on vintage soul, folk, blues, and roots rock. Cover: Pokey LaFarge"
1610,roots Folk Rock Favorites A mix of electric roots rock and folk-infused alternative. Cover: Nathaniel Rateliff & the Night Sweats
1611,"roots Blues Roots You've come to the crossroads of soul, folk, and the blues. Cover: Cedric Burnside"
1612,roots Indigo A new shade of Country. Cover: Corb Lund
1613,roots Vintage Vibes Old makes new. Cover: Charley Crockett
1614,roots The Pulse of Americana Keep your finger on the pulse of Americana. Cover: Brent Cobb
1615,roots 50 Irish Folk Songs Remembering Paddy Moloney (1938-2021)
1616,"roots Bluegrass Covers A mix of folk and bluegrass covers of pop, rock, hip-hop, folk, and indie songs. Cover: Molly Tuttle"
1617,"roots Southern Gothic Deep, dark, dramatic. Roots rock, folk, and Americana—with a gothic soul."
1618,"roots Stomp & Holler Driving rhythms, intricate instrumentation, and full harmonies. Cover: Mumford & Sons"
1619,roots Irish Folk - Ballads Songs from the old country: the essential traditional Irish ballads.
1620,roots Acoustic Melodies Tokyo アコースティック・メロディーズ。ゆったりとしたアコースティックサウンドと共に、爽やかな1日を迎えませんか？
1621,roots Swagger Bold tracks packing some serious swagger...
1622,roots Wild + Free Because the best things in life are wild and free...
1623,roots Chill + Atmospheric Float away on heady orchestrations and haunting harmonies...
1624,"roots Your Favorite Coffeehouse Curl up in your favorite spot with some sweet, mellow tunes..."
1625,roots Relax & Unwind Let your worries and cares slip away...
1626,roots Morning Acoustic Rise & shine with the perfect blend of folk and acoustic.
1627,roots Afternoon Acoustic Unwind and let the afternoon unfold.
1628,roots Evening Acoustic Keep your night easy and light with this acoustic mix.
1629,"roots Run Wild Uplifting and uptempo indie folk and roots rock, guaranteed to open your stride."
1630,"roots Acoustic Love Songs to soundtrack your love story, from butterflies and first kisses to bittersweet memories and everything in between."
1631,"roots Indie Folk for Focus Zone in (or out) with ethereal, meditative instrumental indie folk and acoustic tracks."
1632,roots Sexy As Folk sensual roots & indie folk.
1633,roots Lush + Ethereal Elevate the moment and unwind with the lush sounds of these ethereal tracks.
1634,"roots Rainy Day Wrap yourself up and revel in a gray day with these dusky, dreamy tracks."
1635,"roots Dark & Stormy Beautifully dark, dramatic tracks."
1636,roots Scenic Route hop in and take the long way.
1637,"roots Femme Fatale A collection of powerful voices and dark, alluring siren songs. Cover: Ashley Monroe"
1638,"roots Boozy Brunch Gather your friends for the cherished ritual that is brunch. If not for the pomo irony, then for the endless hibiscus lavender mimosas."
1639,"roots Jukebox Joint From new retro to classic country blues, honky tonk, rockabilly, and more..."
1640,"roots Folk Feast Soft, smoky undertones of singer-songwriter sounds give way to lingering notes of rich, earthy chamber folk. Cover: Glen Hansard."
1641,roots Acoustic Covers A fun mix of acoustic covers.
1642,roots Folksy Covers Folksy takes on your favorite tracks. Cover: Madison Cunningham
1643,"kids_family This Is STUDIO GHIBLI -スタジオジブリ- スタジオジブリ作品の軌跡がここに。All of the essentials from Hayao Miyazaki's ""Studio Ghibli"" films, right here."
1644,kids_family ドラえもん -Doraemon The Movie- 最新作公開記念！映画ドラえもんを彩ってきた歴代主題歌、挿入歌を集めた公式プレイリスト。Enjoy music from Doraemon The Movie! ©藤子プロ・小学館・テレビ朝日・シンエイ・ADK 2020
